timestamp,fr-%C3%89pid%C3%A9mie_de_chol%C3%A9ra,fr-Chloramph%C3%A9nicol,fr-Chloration_(d%C3%A9sinfection),fr-Chol%C3%A9ra,fr-Co-trimoxazole,fr-D%C3%A9shydratation,fr-Deuxi%C3%A8me_pand%C3%A9mie_de_chol%C3%A9ra,fr-Diarrh%C3%A9e,fr-Doxycycline,fr-Filtre_%C3%A0_eau,fr-Quinolone,fr-Solut%C3%A9_de_r%C3%A9hydratation_oral,fr-T%C3%A9tracycline,fr-Toxine_chol%C3%A9rique,fr-Traitement_primaire_de_l%27eau,fr-Troisi%C3%A8me_pand%C3%A9mie_de_chol%C3%A9ra_(1852-1860),fr-Vibrio_cholerae,fr-Vomissement,fr
2007-12-09 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-09 18:00:00,0,0,0,8,0,4,0,0,1,0,0,0,0,0,0,0,2,2,119570
2007-12-09 19:00:00,1,0,0,32,0,10,0,20,0,2,8,0,1,0,2,0,2,6,827838
2007-12-09 20:00:00,0,1,0,25,0,8,0,17,1,0,9,0,2,0,1,0,5,14,759124
2007-12-09 21:00:00,2,2,0,7,0,8,0,12,2,0,1,0,1,0,0,0,0,5,694033
2007-12-09 22:00:00,1,1,0,20,0,3,0,10,2,0,2,0,1,0,1,0,0,13,589306
2007-12-09 23:00:00,0,2,0,9,0,2,0,9,0,1,3,0,1,0,1,0,0,12,452479
2007-12-10 00:00:00,1,1,0,6,0,4,0,7,0,1,0,0,0,0,1,0,0,4,311291
2007-12-10 01:00:00,0,1,0,9,0,0,0,5,0,0,0,0,4,0,0,0,0,3,239548
2007-12-10 02:00:00,0,1,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,11,188241
2007-12-10 03:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,157243
2007-12-10 04:00:00,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,136423
2007-12-10 05:00:00,0,1,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,3,123019
2007-12-10 06:00:00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,125974
2007-12-10 07:00:00,0,0,0,2,0,0,0,5,2,0,5,0,1,0,0,0,0,2,144995
2007-12-10 08:00:00,0,0,0,4,0,2,0,7,0,0,0,0,0,0,0,0,0,4,263029
2007-12-10 09:00:00,1,2,0,12,1,6,0,9,2,0,2,0,2,0,1,0,0,8,433064
2007-12-10 10:00:00,0,0,0,29,0,5,0,16,3,1,2,0,3,0,0,0,3,3,552581
2007-12-10 11:00:00,3,4,0,15,1,10,0,13,5,1,2,0,0,0,1,0,2,8,652405
2007-12-10 12:00:00,1,1,0,6,0,3,0,22,3,1,1,0,0,0,0,0,2,5,540854
2007-12-10 13:00:00,0,0,0,10,0,6,0,15,6,0,2,0,0,0,0,0,1,6,625183
2007-12-10 14:00:00,0,2,0,34,4,8,0,27,1,0,4,0,1,0,0,0,5,11,761898
2007-12-10 15:00:00,0,1,0,22,0,7,0,22,3,0,4,0,1,0,1,0,5,8,807256
2007-12-10 16:00:00,0,5,0,26,0,8,0,18,8,0,11,0,0,0,1,0,7,9,858809
2007-12-10 17:00:00,1,6,0,15,0,10,0,14,3,2,7,0,0,0,3,0,0,8,868910
2007-12-10 18:00:00,1,5,0,35,0,10,0,15,3,0,9,0,2,0,1,0,2,12,923790
2007-12-10 19:00:00,1,0,0,32,0,11,0,12,1,0,6,0,3,0,0,0,9,14,848208
2007-12-10 20:00:00,2,1,0,38,0,5,0,20,4,0,3,0,3,0,2,0,1,3,808869
2007-12-10 21:00:00,1,1,0,34,0,18,0,26,0,1,3,0,2,0,1,0,1,10,804862
2007-12-10 22:00:00,1,0,0,16,0,3,0,9,1,0,2,0,2,0,0,0,0,5,646608
2007-12-10 23:00:00,1,3,0,8,0,6,0,9,2,0,1,0,3,0,0,0,0,5,465861
2007-12-11 00:00:00,0,0,0,5,0,5,0,6,1,0,2,0,0,0,0,0,0,6,315778
2007-12-11 01:00:00,0,0,0,4,0,9,0,6,0,0,0,0,0,0,0,0,0,1,229563
2007-12-11 02:00:00,0,1,0,7,0,1,0,4,0,0,0,0,2,0,0,0,0,7,186051
2007-12-11 03:00:00,0,0,0,5,0,2,0,8,0,0,0,0,0,0,0,0,0,0,161818
2007-12-11 04:00:00,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,2,0,145722
2007-12-11 05:00:00,0,0,0,4,0,1,0,2,0,0,2,0,0,0,0,0,0,1,118852
2007-12-11 06:00:00,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,122168
2007-12-11 07:00:00,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,152646
2007-12-11 08:00:00,0,1,0,17,0,5,0,4,4,0,0,0,0,0,2,0,1,6,292096
2007-12-11 09:00:00,1,1,0,5,0,6,0,7,2,0,4,0,3,0,0,0,0,4,461315
2007-12-11 10:00:00,0,0,0,8,1,11,0,8,4,1,3,0,2,0,2,0,5,9,563058
2007-12-11 11:00:00,0,0,0,9,0,5,0,9,0,1,5,0,0,0,2,0,0,1,641036
2007-12-11 12:00:00,0,2,0,9,1,6,0,9,2,1,1,0,1,0,1,0,0,7,548478
2007-12-11 13:00:00,1,2,0,11,0,3,0,22,3,1,5,0,1,0,0,0,0,3,619731
2007-12-11 14:00:00,1,1,0,15,0,7,0,20,0,0,1,0,2,0,1,0,5,8,741036
2007-12-11 15:00:00,0,8,0,16,0,17,0,11,5,1,9,0,1,0,2,0,2,10,785558
2007-12-11 16:00:00,3,0,0,14,0,12,0,20,12,0,9,0,1,0,1,0,1,11,811555
2007-12-11 17:00:00,0,2,0,16,0,12,0,12,5,0,4,0,1,0,1,0,3,6,795631
2007-12-11 18:00:00,0,1,0,21,1,8,0,9,4,1,3,0,2,0,3,0,0,5,805139
2007-12-11 19:00:00,2,1,0,24,0,6,0,6,1,0,3,0,0,0,3,0,3,9,743245
2007-12-11 20:00:00,0,1,0,6,0,14,0,13,1,0,1,0,2,0,0,0,5,5,682996
2007-12-11 21:00:00,0,0,0,11,0,35,0,17,1,1,1,0,1,0,0,0,4,9,678440
2007-12-11 22:00:00,0,4,0,7,0,9,0,12,0,0,3,0,3,0,0,0,2,11,612606
2007-12-11 23:00:00,0,0,0,21,0,5,0,4,0,0,2,0,0,0,0,0,4,11,457881
2007-12-12 00:00:00,0,1,0,2,0,5,0,5,0,0,1,0,2,0,1,0,0,2,313822
2007-12-12 01:00:00,0,0,0,5,0,3,0,1,1,1,1,0,0,0,0,0,1,2,259934
2007-12-12 02:00:00,0,0,0,1,0,1,0,1,1,0,2,0,3,0,0,0,0,2,198620
2007-12-12 03:00:00,0,4,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,174492
2007-12-12 04:00:00,0,2,0,3,0,0,0,4,0,1,0,0,0,0,0,0,1,2,142071
2007-12-12 05:00:00,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,0,2,125452
2007-12-12 06:00:00,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,4,126766
2007-12-12 07:00:00,0,0,0,2,0,1,0,3,2,0,0,0,1,0,0,0,0,3,166770
2007-12-12 08:00:00,0,0,0,13,0,1,0,5,1,0,1,0,1,0,0,0,3,6,281141
2007-12-12 09:00:00,0,0,0,5,0,2,0,11,2,2,3,0,2,0,2,0,6,4,441320
2007-12-12 10:00:00,1,2,0,5,0,3,0,9,0,1,2,0,3,0,0,0,0,3,555398
2007-12-12 11:00:00,0,1,0,6,1,7,0,12,1,0,2,0,0,0,1,0,0,2,642941
2007-12-12 12:00:00,0,1,0,4,0,6,0,7,0,0,1,0,3,0,3,0,0,7,522267
2007-12-12 13:00:00,0,0,0,19,1,3,0,16,2,1,2,0,3,0,2,0,2,4,637786
2007-12-12 14:00:00,0,2,0,24,2,12,0,11,3,0,4,0,1,0,0,0,1,3,796737
2007-12-12 15:00:00,0,2,0,30,0,6,0,7,6,1,2,0,0,0,0,0,1,6,847828
2007-12-12 16:00:00,0,4,0,36,0,7,0,24,4,1,4,0,4,0,1,0,5,8,852020
2007-12-12 17:00:00,0,1,0,12,0,12,0,12,3,1,3,0,2,0,3,0,4,10,844313
2007-12-12 18:00:00,1,2,0,33,0,7,0,19,3,0,4,0,1,0,0,0,8,9,791065
2007-12-12 19:00:00,0,2,0,11,1,8,0,11,1,2,6,0,5,0,1,0,7,6,729078
2007-12-12 20:00:00,1,0,0,12,0,2,0,19,6,0,1,0,1,0,0,0,0,5,699872
2007-12-12 21:00:00,0,5,0,15,0,6,0,17,2,0,2,0,1,0,1,0,3,12,696064
2007-12-12 22:00:00,1,5,0,14,0,6,0,12,2,0,1,0,3,0,1,0,0,6,584373
2007-12-12 23:00:00,1,0,0,8,0,4,0,11,1,0,4,0,1,0,1,0,2,6,463534
2007-12-13 00:00:00,1,0,0,5,0,2,0,4,0,0,3,0,0,0,0,0,0,4,298951
2007-12-13 01:00:00,2,0,0,4,0,1,0,2,0,0,1,0,3,0,0,0,0,2,215007
2007-12-13 02:00:00,0,0,0,4,0,1,0,10,0,0,1,0,3,0,0,0,0,8,192523
2007-12-13 03:00:00,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,1,2,157026
2007-12-13 04:00:00,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,2,245791
2007-12-13 05:00:00,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112754
2007-12-13 06:00:00,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,107636
2007-12-13 07:00:00,0,0,0,3,0,2,0,7,0,0,1,0,0,0,0,0,0,2,137020
2007-12-13 08:00:00,1,1,0,30,0,3,0,29,2,0,0,0,1,0,0,0,4,2,264945
2007-12-13 09:00:00,1,1,0,9,0,3,0,3,1,0,3,0,1,0,1,0,0,3,429874
2007-12-13 10:00:00,1,6,0,14,0,2,0,8,2,0,3,0,1,0,0,0,4,8,519917
2007-12-13 11:00:00,0,2,0,6,0,2,0,13,6,0,1,0,0,0,3,0,2,6,595491
2007-12-13 12:00:00,0,2,0,0,0,7,0,8,5,0,1,0,0,0,0,0,0,3,456499
2007-12-13 13:00:00,0,0,0,8,0,8,0,12,1,0,3,0,3,0,1,0,0,8,558360
2007-12-13 14:00:00,1,2,0,13,1,4,0,15,1,0,3,0,6,0,0,0,3,11,693544
2007-12-13 15:00:00,2,2,0,11,2,2,0,16,1,0,7,0,1,0,0,0,1,10,728942
2007-12-13 16:00:00,3,1,0,21,0,7,0,23,0,1,12,0,1,0,3,0,1,11,771856
2007-12-13 17:00:00,0,4,0,21,0,10,0,14,2,1,5,0,2,0,0,0,3,6,790935
2007-12-13 18:00:00,1,3,0,31,0,8,0,10,7,2,3,0,1,0,3,0,1,10,807848
2007-12-13 19:00:00,1,4,0,37,0,14,0,17,2,0,2,0,1,0,1,0,3,6,718706
2007-12-13 20:00:00,1,2,0,26,0,5,0,15,1,0,3,0,2,0,0,0,8,3,686751
2007-12-13 21:00:00,1,3,0,23,0,15,0,8,7,0,1,0,3,0,0,0,2,8,656977
2007-12-13 22:00:00,4,0,0,7,0,8,0,15,3,0,2,0,1,0,1,0,2,7,578982
2007-12-13 23:00:00,0,4,0,7,0,6,0,5,1,1,4,0,5,0,0,0,1,3,474266
2007-12-14 00:00:00,0,1,0,7,0,1,0,8,3,0,1,0,2,0,0,0,0,1,326483
2007-12-14 01:00:00,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,256230
2007-12-14 02:00:00,0,0,0,7,0,1,0,4,2,0,0,0,0,0,0,0,1,5,187770
2007-12-14 03:00:00,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,225444
2007-12-14 04:00:00,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,151708
2007-12-14 05:00:00,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,4,95773
2007-12-14 06:00:00,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,1,2,103706
2007-12-14 07:00:00,0,0,0,2,0,1,0,2,1,0,4,0,1,0,0,0,0,0,132058
2007-12-14 08:00:00,0,0,0,14,1,2,0,10,0,0,0,0,0,0,0,0,2,11,264225
2007-12-14 09:00:00,0,0,0,31,0,3,0,11,0,0,3,0,0,0,0,0,4,6,414968
2007-12-14 10:00:00,0,0,0,18,0,5,0,10,2,0,2,0,0,0,0,0,6,6,494488
2007-12-14 11:00:00,0,2,0,10,0,4,0,16,3,2,8,0,5,0,1,0,1,5,567501
2007-12-14 12:00:00,0,0,0,3,0,8,0,8,1,0,2,0,0,0,0,0,2,5,440090
2007-12-14 13:00:00,0,1,0,2,0,2,0,17,1,0,2,0,1,0,0,0,0,6,517681
2007-12-14 14:00:00,0,0,0,17,0,2,0,15,7,1,1,0,5,0,1,0,2,10,665973
2007-12-14 15:00:00,0,2,0,7,1,5,0,22,4,3,2,0,2,0,1,0,2,17,673212
2007-12-14 16:00:00,0,2,0,8,0,3,0,15,1,1,0,0,0,0,0,0,2,9,667842
2007-12-14 17:00:00,0,0,0,9,0,4,0,13,6,1,2,0,0,0,0,0,5,4,635460
2007-12-14 18:00:00,0,0,0,6,0,6,0,6,2,0,2,0,0,0,0,0,3,10,612636
2007-12-14 19:00:00,0,0,0,5,0,5,0,6,3,0,7,0,0,0,1,0,0,3,562024
2007-12-14 20:00:00,0,0,0,13,0,4,0,12,3,0,4,0,2,0,0,0,0,5,513939
2007-12-14 21:00:00,0,3,0,20,0,5,0,8,2,0,1,0,4,0,0,0,0,6,527679
2007-12-14 22:00:00,0,1,0,12,0,4,0,5,3,0,0,0,0,0,0,0,1,13,501755
2007-12-14 23:00:00,0,1,0,8,0,1,0,3,1,1,5,0,0,0,1,0,3,3,396844
2007-12-15 00:00:00,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,5,277003
2007-12-15 01:00:00,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,198240
2007-12-15 02:00:00,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,149300
2007-12-15 03:00:00,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,1,0,118198
2007-12-15 04:00:00,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,100763
2007-12-15 05:00:00,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,90764
2007-12-15 06:00:00,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,91794
2007-12-15 07:00:00,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,117024
2007-12-15 08:00:00,0,3,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,1,165360
2007-12-15 09:00:00,0,0,0,6,0,2,0,15,0,0,3,0,0,0,0,0,0,3,270397
2007-12-15 10:00:00,0,0,0,9,0,7,0,7,0,0,3,0,0,0,1,0,0,3,396683
2007-12-15 11:00:00,0,1,0,7,0,2,0,5,1,0,2,0,0,0,0,0,1,4,515368
2007-12-15 12:00:00,1,0,0,19,0,4,0,8,1,0,4,0,1,0,0,0,4,3,484980
2007-12-15 13:00:00,0,1,0,10,0,4,0,7,2,0,3,0,3,0,0,0,2,4,497085
2007-12-15 14:00:00,0,2,0,17,0,2,0,12,4,0,4,0,1,0,1,0,2,4,587375
2007-12-15 15:00:00,0,2,0,12,0,4,0,9,1,0,0,0,2,0,0,0,5,3,613214
2007-12-15 16:00:00,0,1,0,11,0,6,0,11,3,0,4,0,2,0,1,0,3,7,595515
2007-12-15 17:00:00,1,5,0,12,0,7,0,5,0,0,2,0,3,0,1,0,3,5,612789
2007-12-15 18:00:00,2,3,0,10,0,3,0,13,3,0,2,0,1,0,0,0,1,11,626962
2007-12-15 19:00:00,2,1,0,6,0,3,0,8,2,1,3,0,0,0,0,0,0,14,574514
2007-12-15 20:00:00,0,0,0,4,0,3,0,7,3,0,4,0,4,0,0,0,0,9,522659
2007-12-15 21:00:00,2,6,0,3,1,6,0,5,3,2,1,0,2,0,0,0,2,4,522558
2007-12-15 22:00:00,0,1,0,15,0,1,0,8,1,1,2,0,1,0,1,0,1,9,492924
2007-12-15 23:00:00,1,0,0,4,0,4,0,7,0,0,3,0,0,0,0,0,1,6,406761
2007-12-16 00:00:00,0,2,0,2,0,3,0,6,1,0,2,0,0,0,0,0,2,1,314668
2007-12-16 01:00:00,2,0,0,10,0,0,0,4,0,0,1,0,0,0,0,0,0,2,263137
2007-12-16 02:00:00,1,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,9,167595
2007-12-16 03:00:00,0,0,0,2,0,2,0,3,1,0,1,0,0,0,0,0,0,0,196048
2007-12-16 04:00:00,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,140097
2007-12-16 05:00:00,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,133061
2007-12-16 06:00:00,0,0,0,2,0,1,0,4,2,0,0,0,0,0,0,0,0,2,158630
2007-12-16 07:00:00,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106905
2007-12-16 08:00:00,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3,143610
2007-12-16 09:00:00,0,1,0,7,0,2,0,12,2,0,1,0,0,0,0,0,1,5,258436
2007-12-16 10:00:00,0,3,0,6,0,2,0,12,1,0,1,0,2,0,0,0,3,8,422493
2007-12-16 11:00:00,1,2,0,16,0,4,0,13,0,2,2,0,1,0,1,0,1,7,547272
2007-12-16 12:00:00,0,0,0,11,0,5,0,15,2,0,4,0,0,0,0,0,0,16,550415
2007-12-16 13:00:00,1,1,0,14,0,2,0,11,1,0,1,0,4,0,0,0,2,1,555295
2007-12-16 14:00:00,1,1,0,10,0,4,0,13,0,1,8,0,2,0,0,0,1,8,652537
2007-12-16 15:00:00,0,4,0,34,0,6,0,17,3,0,3,0,1,0,1,0,1,9,734194
2007-12-16 16:00:00,1,9,0,11,2,5,0,13,3,0,3,0,0,0,1,0,3,4,742545
2007-12-16 17:00:00,0,3,0,12,0,14,0,11,3,0,4,0,0,0,1,0,3,8,773001
2007-12-16 18:00:00,0,1,0,27,0,14,0,21,0,0,1,0,1,0,0,0,5,7,811959
2007-12-16 19:00:00,0,4,0,17,1,11,0,6,1,0,13,0,1,0,0,0,5,8,763570
2007-12-16 20:00:00,0,1,0,18,0,5,0,11,4,1,8,0,2,0,0,0,1,7,723804
2007-12-16 21:00:00,0,1,0,17,0,3,0,20,4,0,6,0,2,0,0,0,4,8,682316
2007-12-16 22:00:00,0,7,0,11,0,6,0,14,1,1,0,0,3,0,0,0,2,2,586925
2007-12-16 23:00:00,0,2,0,12,0,6,0,7,2,0,1,0,0,0,0,0,0,9,469584
2007-12-17 00:00:00,0,0,0,6,0,1,0,6,1,0,0,0,0,0,0,0,4,7,315639
2007-12-17 01:00:00,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,250262
2007-12-17 02:00:00,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,222246
2007-12-17 03:00:00,0,1,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,175213
2007-12-17 04:00:00,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,173595
2007-12-17 05:00:00,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,167037
2007-12-17 06:00:00,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,113613
2007-12-17 07:00:00,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,6,140996
2007-12-17 08:00:00,0,0,0,6,0,4,0,4,1,0,3,0,0,0,0,0,3,3,268504
2007-12-17 09:00:00,0,2,0,8,0,5,0,10,1,1,3,0,1,0,1,0,2,3,435621
2007-12-17 10:00:00,1,2,0,4,0,11,0,7,1,0,2,0,1,0,2,0,0,5,539424
2007-12-17 11:00:00,1,1,0,5,1,6,0,5,0,0,9,0,0,0,0,0,3,5,620487
2007-12-17 12:00:00,0,0,0,3,0,5,0,7,4,0,4,0,2,0,0,0,1,8,508151
2007-12-17 13:00:00,0,5,0,5,0,7,0,13,0,0,9,0,2,0,0,0,2,6,599052
2007-12-17 14:00:00,0,1,0,14,0,5,0,17,2,1,6,0,0,0,2,0,1,10,706891
2007-12-17 15:00:00,0,3,0,22,0,9,0,11,3,0,1,0,0,0,0,0,6,15,744479
2007-12-17 16:00:00,0,1,0,11,0,9,0,14,0,2,5,0,0,0,0,0,1,5,777348
2007-12-17 17:00:00,0,1,0,22,0,6,0,13,1,0,3,0,0,0,1,0,0,9,809041
2007-12-17 18:00:00,1,0,0,28,1,5,0,17,3,0,9,0,0,0,2,0,3,8,833982
2007-12-17 19:00:00,1,1,0,29,2,9,0,10,1,1,3,0,2,0,1,0,7,14,782372
2007-12-17 20:00:00,1,1,0,38,0,5,0,11,4,0,2,0,5,0,1,0,3,14,722840
2007-12-17 21:00:00,1,0,0,22,0,3,0,16,1,0,2,0,4,0,0,0,3,5,722248
2007-12-17 22:00:00,0,3,0,11,0,5,0,9,2,0,1,0,3,0,2,0,0,5,632719
2007-12-17 23:00:00,0,0,0,11,0,2,0,2,2,0,1,0,0,0,0,0,1,3,447821
2007-12-18 00:00:00,0,0,0,6,0,1,0,7,0,0,0,0,1,0,0,0,1,1,320000
2007-12-18 01:00:00,0,2,0,1,0,1,0,2,2,0,1,0,1,0,0,0,0,0,248237
2007-12-18 02:00:00,1,1,0,8,0,1,0,3,0,0,1,0,3,0,0,0,0,3,218900
2007-12-18 03:00:00,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,188157
2007-12-18 04:00:00,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,1,158458
2007-12-18 05:00:00,0,0,0,1,0,2,0,3,0,0,0,0,0,0,1,0,1,0,178953
2007-12-18 06:00:00,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,172189
2007-12-18 07:00:00,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,1,2,226925
2007-12-18 08:00:00,0,0,0,1,0,4,0,7,0,0,2,0,2,0,1,0,2,6,285036
2007-12-18 09:00:00,2,2,0,14,0,3,0,13,0,0,5,0,0,0,0,0,1,6,424649
2007-12-18 10:00:00,0,0,0,23,0,5,0,15,2,1,2,0,0,0,0,0,13,8,533039
2007-12-18 11:00:00,1,2,0,27,2,10,0,8,0,0,9,0,1,0,3,0,7,9,614052
2007-12-18 12:00:00,0,0,0,10,0,4,0,11,1,0,3,0,0,0,0,0,2,6,499685
2007-12-18 13:00:00,0,0,0,12,0,9,0,14,0,0,2,0,2,0,1,0,2,7,584992
2007-12-18 14:00:00,0,0,0,16,0,10,0,21,1,1,3,0,0,0,0,0,3,6,700563
2007-12-18 15:00:00,0,0,0,17,0,13,0,21,4,0,1,0,0,0,0,0,2,6,725763
2007-12-18 16:00:00,2,4,0,13,0,10,0,14,1,1,3,0,1,0,1,0,5,13,775930
2007-12-18 17:00:00,0,1,0,22,0,8,0,12,2,0,3,0,2,0,0,0,8,8,691332
2007-12-18 18:00:00,1,3,0,14,0,13,0,20,3,0,1,0,1,0,1,0,4,7,741111
2007-12-18 19:00:00,2,8,0,30,0,11,0,13,4,0,2,0,1,0,0,0,4,5,712137
2007-12-18 20:00:00,0,1,0,11,0,4,0,8,2,0,5,0,2,0,0,0,4,5,656565
2007-12-18 21:00:00,0,3,0,9,0,8,0,9,1,0,6,0,0,0,1,0,2,4,655161
2007-12-18 22:00:00,0,1,0,20,0,5,0,9,2,1,0,0,1,0,0,0,1,8,594922
2007-12-18 23:00:00,0,2,0,5,0,6,0,6,2,0,1,0,1,0,0,0,0,2,447775
2007-12-19 00:00:00,0,2,0,7,0,7,0,6,2,0,1,0,0,0,0,0,0,5,315085
2007-12-19 01:00:00,0,0,0,11,0,0,0,6,0,0,2,0,2,0,0,0,0,2,240591
2007-12-19 02:00:00,0,2,0,5,2,2,0,4,1,0,0,0,0,0,0,0,0,2,202999
2007-12-19 03:00:00,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,1,167877
2007-12-19 04:00:00,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3,151838
2007-12-19 05:00:00,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,1,147653
2007-12-19 06:00:00,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,5,158418
2007-12-19 07:00:00,0,1,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,1,183637
2007-12-19 08:00:00,0,1,0,4,0,1,0,7,1,0,2,0,0,0,1,0,2,1,313071
2007-12-19 09:00:00,0,3,0,2,0,3,0,13,0,0,1,0,0,0,1,0,0,5,400234
2007-12-19 10:00:00,0,2,0,4,0,5,0,18,0,0,1,0,3,0,0,0,2,3,496569
2007-12-19 11:00:00,0,0,0,11,1,4,0,8,1,0,1,0,0,0,0,0,0,3,581840
2007-12-19 12:00:00,0,0,0,6,1,3,0,8,0,0,0,0,1,0,0,0,3,3,466864
2007-12-19 13:00:00,1,1,0,19,1,3,0,12,2,0,2,0,2,0,1,0,6,8,579801
2007-12-19 14:00:00,1,6,0,14,0,5,0,8,4,0,3,0,3,0,0,0,1,8,721043
2007-12-19 15:00:00,0,0,0,15,0,9,0,8,4,0,5,0,0,0,0,0,2,6,759192
2007-12-19 16:00:00,0,2,0,22,0,5,0,20,13,1,3,0,1,0,1,0,0,7,752862
2007-12-19 17:00:00,0,6,0,8,1,4,0,10,2,0,8,0,3,0,1,0,8,5,744214
2007-12-19 18:00:00,0,6,0,10,0,16,0,13,2,1,11,0,0,0,0,0,5,9,718336
2007-12-19 19:00:00,0,1,0,14,0,4,0,15,2,0,0,0,1,0,0,0,0,7,649539
2007-12-19 20:00:00,2,1,0,15,0,11,0,11,0,2,3,0,0,0,0,0,5,2,607482
2007-12-19 21:00:00,0,4,0,17,0,7,0,12,1,1,7,0,1,0,0,0,4,6,631900
2007-12-19 22:00:00,0,3,0,11,0,19,0,13,2,0,1,0,1,0,0,0,0,9,556019
2007-12-19 23:00:00,0,0,0,11,0,3,0,4,3,0,3,0,1,0,0,0,2,8,466668
2007-12-20 00:00:00,1,0,0,2,0,1,0,6,0,0,1,0,0,0,1,0,2,4,324763
2007-12-20 01:00:00,0,2,0,6,0,4,0,3,0,0,0,0,0,0,0,0,3,1,234190
2007-12-20 02:00:00,0,1,0,2,0,1,0,1,0,0,1,0,1,0,0,0,1,1,175920
2007-12-20 03:00:00,0,1,0,4,0,2,0,3,1,0,4,0,0,0,0,0,0,1,155580
2007-12-20 04:00:00,0,0,0,3,1,1,0,1,1,0,0,0,1,0,0,0,0,4,144743
2007-12-20 05:00:00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,144866
2007-12-20 06:00:00,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,138459
2007-12-20 07:00:00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,193570
2007-12-20 08:00:00,0,0,0,7,0,3,0,4,0,0,0,0,0,0,0,0,1,2,251922
2007-12-20 09:00:00,0,0,0,4,0,10,0,8,2,0,1,0,3,0,0,0,1,6,390029
2007-12-20 10:00:00,1,0,0,8,0,4,0,19,2,0,1,0,0,0,1,0,2,8,473320
2007-12-20 11:00:00,0,4,0,9,0,6,0,11,0,0,3,0,3,0,0,0,2,8,544187
2007-12-20 12:00:00,0,1,0,3,0,3,0,6,1,0,4,0,0,0,0,0,0,6,410956
2007-12-20 13:00:00,1,0,0,3,1,4,0,14,2,1,6,0,1,0,0,0,0,8,478141
2007-12-20 14:00:00,2,0,0,17,0,8,0,17,1,0,4,0,2,0,0,0,2,5,593829
