timestamp,th-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%89%E0%B8%B5%E0%B8%94%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%AD%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%94%E0%B8%B3,th-%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%81,th-%E0%B8%9B%E0%B8%A7%E0%B8%94%E0%B8%A8%E0%B8%B5%E0%B8%A3%E0%B8%A9%E0%B8%B0,th-%E0%B8%9B%E0%B8%A7%E0%B8%94%E0%B9%83%E0%B8%99%E0%B8%82%E0%B9%89%E0%B8%AD,th-%E0%B8%9C%E0%B8%B7%E0%B9%88%E0%B8%99,th-%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%8B%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%A5,th-%E0%B8%A2%E0%B8%B2%E0%B8%86%E0%B9%88%E0%B8%B2%E0%B9%81%E0%B8%A1%E0%B8%A5%E0%B8%87,th-%E0%B8%A2%E0%B8%B2%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%A7%E0%B8%A3%E0%B8%B1%E0%B8%AA,th-%E0%B8%A2%E0%B8%B8%E0%B8%87,th-%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%A7%E0%B8%A1,th-%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A,th-%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B1%E0%B8%99,th-%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B9%87%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A,th-%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%AD%E0%B8%AD%E0%B8%81,th-%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%95%E0%B8%B1%E0%B8%9A,th-%E0%B9%84%E0%B8%82%E0%B9%89,th-combined,th
8/3/09 13:00,0,0,0,0,0,3,0,1,9,0,0,0,0,0,0,0,0,71537
8/3/09 14:00,0,0,0,0,0,6,0,2,11,0,0,0,0,0,0,0,0,75375
8/3/09 15:00,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0,0,64867
8/3/09 16:00,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,45298
8/3/09 17:00,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,28143
8/3/09 18:00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19368
8/3/09 19:00,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,14819
8/3/09 20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10098
8/3/09 21:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8886
8/3/09 22:00,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,9104
8/3/09 23:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,9360
8/4/09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12093
8/4/09 1:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,17744
8/4/09 2:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,31139
8/4/09 3:00,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,58135
8/4/09 4:00,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,72638
8/4/09 5:00,0,0,0,0,0,4,0,2,3,0,0,1,0,0,0,0,0,75004
8/4/09 6:00,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,73891
8/4/09 7:00,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,86990
8/4/09 8:00,0,0,0,0,0,1,0,1,6,0,0,1,0,0,0,0,0,95188
8/4/09 9:00,0,0,0,0,0,5,0,1,7,0,0,0,0,0,0,0,0,83351
8/4/09 10:00,0,0,0,0,0,4,0,1,7,0,0,0,0,0,0,0,0,89567
8/4/09 11:00,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,74351
8/4/09 12:00,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,73525
8/4/09 13:00,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,74020
8/4/09 14:00,0,0,0,0,0,3,0,1,13,0,0,0,0,0,0,0,0,74885
8/4/09 15:00,0,0,0,0,0,1,0,1,9,0,0,1,0,0,0,0,0,62489
8/4/09 16:00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,43756
8/4/09 17:00,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,0,29910
8/4/09 18:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21306
8/4/09 19:00,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,16037
8/4/09 20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12340
8/4/09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10113
8/4/09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9183
8/4/09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9709
8/5/09 0:00,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,14920
8/5/09 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25577
8/5/09 2:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35851
8/5/09 3:00,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,63111
8/5/09 4:00,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,70166
8/5/09 5:00,0,0,0,0,0,3,0,1,9,0,0,0,0,0,0,0,0,72123
8/5/09 6:00,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,65794
8/5/09 7:00,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,65815
8/5/09 8:00,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,62754
8/5/09 9:00,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,58540
8/5/09 10:00,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,61477
8/5/09 11:00,0,0,0,0,0,4,0,2,14,0,0,0,0,0,0,0,0,62505
8/5/09 12:00,0,0,0,0,0,6,0,0,17,0,0,2,0,0,0,0,0,65924
8/5/09 13:00,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,68654
8/5/09 14:00,0,0,0,0,0,5,0,1,17,0,0,0,0,0,0,0,0,73934
8/5/09 15:00,0,0,0,0,0,8,0,7,12,0,0,2,0,0,0,0,0,61549
8/5/09 16:00,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,45547
8/5/09 17:00,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,29775
8/5/09 18:00,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,20662
8/5/09 19:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15881
8/5/09 20:00,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,12914
8/5/09 21:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9775
8/5/09 22:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13555
8/5/09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12587
8/6/09 0:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,13924
8/6/09 1:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,21191
8/6/09 2:00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37609
8/6/09 3:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,60184
8/6/09 4:00,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,76610
8/6/09 5:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,72088
8/6/09 6:00,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,68899
8/6/09 7:00,0,0,0,0,0,4,0,1,9,0,0,1,0,0,0,0,0,73391
8/6/09 8:00,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,58076
8/6/09 9:00,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,56238
8/6/09 10:00,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,55070
8/6/09 11:00,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,60676
8/6/09 12:00,0,0,0,0,0,4,0,2,8,0,0,1,0,0,0,0,0,62714
8/6/09 13:00,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,65830
8/6/09 14:00,0,0,0,0,0,7,0,2,7,0,0,0,0,0,0,0,0,68522
8/6/09 15:00,0,0,0,0,0,6,0,3,8,0,0,0,0,0,0,0,0,60649
8/6/09 16:00,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43091
8/6/09 17:00,0,0,0,0,0,10,0,2,4,0,0,0,0,0,0,0,0,27692
8/6/09 18:00,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,20401
8/6/09 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13413
8/6/09 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14927
8/6/09 21:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7729
8/6/09 22:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6977
8/6/09 23:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6961
8/7/09 0:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10927
8/7/09 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14238
8/7/09 2:00,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,26792
8/7/09 3:00,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,48110
8/7/09 4:00,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,63120
8/7/09 5:00,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,67414
8/7/09 6:00,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,63340
8/7/09 7:00,0,0,0,0,0,1,0,2,13,0,0,2,0,0,0,0,0,78780
8/7/09 8:00,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,74699
8/7/09 9:00,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,71786
8/7/09 10:00,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,56273
8/7/09 11:00,0,0,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,44610
8/7/09 12:00,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,44476
8/7/09 13:00,0,0,0,0,0,1,0,3,10,0,0,0,0,0,0,0,0,45507
8/7/09 14:00,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,50683
8/7/09 15:00,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,46621
8/7/09 16:00,0,0,0,0,0,3,0,2,7,0,0,0,0,0,0,0,0,40384
8/7/09 17:00,0,0,0,0,0,1,0,12,5,0,0,2,0,0,0,0,0,29870
8/7/09 18:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,20683
8/7/09 19:00,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,14827
8/7/09 20:00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10731
8/7/09 21:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8080
8/7/09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6009
8/7/09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5596
8/8/09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10309
8/8/09 1:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15498
8/8/09 2:00,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,23836
8/8/09 3:00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,37474
8/8/09 4:00,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,50755
8/8/09 5:00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,62611
8/8/09 6:00,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,64363
8/8/09 7:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,74876
8/8/09 8:00,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,75156
8/8/09 9:00,0,0,0,0,0,4,0,0,6,0,0,1,0,0,0,0,0,70947
8/8/09 10:00,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,67517
8/8/09 11:00,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,49910
8/8/09 12:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40759
8/8/09 13:00,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,44014
8/8/09 14:00,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,47898
8/8/09 15:00,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,44775
8/8/09 16:00,0,0,0,0,0,3,0,1,7,0,0,0,0,0,0,0,0,38029
8/8/09 17:00,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,29063
8/8/09 18:00,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0,0,0,21195
8/8/09 19:00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15276
8/8/09 20:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10531
8/8/09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8148
8/8/09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7072
8/8/09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5353
8/9/09 0:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9419
8/9/09 1:00,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,14736
8/9/09 2:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22727
8/9/09 3:00,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,36784
8/9/09 4:00,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,50512
8/9/09 5:00,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,60932
8/9/09 6:00,0,0,0,0,0,2,0,1,8,0,0,0,0,0,0,0,0,63619
8/9/09 7:00,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,71089
8/9/09 8:00,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,78888
8/9/09 9:00,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,74322
8/9/09 10:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,68822
8/9/09 11:00,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,53757
8/9/09 12:00,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,49075
8/9/09 13:00,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,54724
8/9/09 14:00,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,56897
8/9/09 15:00,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,51990
8/9/09 16:00,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,38633
8/9/09 17:00,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,27951
8/9/09 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19842
8/9/09 19:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13901
8/9/09 20:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9513
8/9/09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7212
8/9/09 22:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6304
8/9/09 23:00,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5425
8/10/09 0:00,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8965
8/10/09 1:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14305
8/10/09 2:00,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,23640
8/10/09 3:00,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,45523
8/10/09 4:00,0,0,0,0,0,1,0,1,12,0,0,1,0,0,0,0,0,56565
8/10/09 5:00,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,65915
8/10/09 6:00,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,59990
8/10/09 7:00,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,80213
8/10/09 8:00,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,79203
8/10/09 9:00,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,81125
8/10/09 10:00,0,0,0,0,0,4,0,1,8,0,0,1,0,0,0,0,0,77978
8/10/09 11:00,0,0,0,0,0,5,0,2,10,0,0,0,0,0,0,0,0,67748
8/10/09 12:00,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,67489
8/10/09 13:00,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,69408
8/10/09 14:00,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,69924
8/10/09 15:00,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,62197
8/10/09 16:00,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,44503
8/10/09 17:00,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,30518
8/10/09 18:00,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,19797
8/10/09 19:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14189
8/10/09 20:00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9738
8/10/09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7987
8/10/09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6969
8/10/09 23:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6918
8/11/09 0:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11551
8/11/09 1:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11809
8/11/09 2:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,22709
8/11/09 3:00,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,40653
8/11/09 4:00,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,51350
8/11/09 5:00,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,58286
8/11/09 6:00,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,58632
8/11/09 7:00,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,72447
8/11/09 8:00,0,0,0,0,0,1,0,1,11,0,0,1,0,0,0,0,0,73748
8/11/09 9:00,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,70066
8/11/09 10:00,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,68577
8/11/09 11:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50644
8/11/09 12:00,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,45137
8/11/09 13:00,0,0,0,0,0,1,0,1,7,0,0,2,0,0,0,0,0,45727
8/11/09 14:00,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,49173
8/11/09 15:00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,48274
8/11/09 16:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37816
8/11/09 17:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27175
8/11/09 18:00,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,19739
8/11/09 19:00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14425
8/11/09 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9515
8/11/09 21:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7804
8/11/09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6702
8/11/09 23:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6155
8/12/09 0:00,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9374
8/12/09 1:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16238
8/12/09 2:00,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,25799
8/12/09 3:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,39086
8/12/09 4:00,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,53140
8/12/09 5:00,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,64062
8/12/09 6:00,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,64146
8/12/09 7:00,0,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,78697
8/12/09 8:00,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,71839
8/12/09 9:00,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,74981
8/12/09 10:00,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,59959
8/12/09 11:00,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,50579
8/12/09 12:00,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,47263
8/12/09 13:00,0,0,0,0,0,0,0,4,9,0,0,2,0,0,0,0,0,49965
8/12/09 14:00,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,55230
8/12/09 15:00,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,51201
8/12/09 16:00,0,0,0,0,0,0,0,6,7,0,0,1,0,0,0,0,0,41602
8/12/09 17:00,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,30509
8/12/09 18:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19978
8/12/09 19:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14797
8/12/09 20:00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10773
8/12/09 21:00,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8481
8/12/09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6966
8/12/09 23:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6282
8/13/09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501
8/13/09 1:00,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,11586
8/13/09 2:00,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,23429
8/13/09 3:00,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,45327
8/13/09 4:00,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,62424
8/13/09 5:00,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,68178
8/13/09 6:00,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,57709
8/13/09 7:00,0,0,0,0,0,1,0,2,8,0,0,1,0,0,0,0,0,65410
8/13/09 8:00,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,67267
8/13/09 9:00,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,70434
8/13/09 10:00,0,0,0,0,0,1,0,1,6,0,0,1,0,0,0,0,0,68857
8/13/09 11:00,0,0,0,0,0,3,0,2,8,0,0,0,0,0,0,0,0,80930
8/13/09 12:00,0,0,0,0,0,1,0,3,13,0,0,0,0,0,0,0,0,77710
8/13/09 13:00,0,0,0,0,0,5,0,2,4,0,0,0,0,0,0,0,0,81450
8/13/09 14:00,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,90317
8/13/09 15:00,0,0,0,0,0,8,0,2,7,0,0,0,0,0,0,0,0,70947
8/13/09 16:00,0,0,0,0,0,6,0,1,7,0,0,3,0,0,0,0,0,47446
8/13/09 17:00,0,0,0,0,0,8,0,7,6,0,0,0,0,0,0,0,0,30617
8/13/09 18:00,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,22161
8/13/09 19:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14306
8/13/09 20:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10487
8/13/09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8776
8/13/09 22:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7885
8/13/09 23:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7857
8/14/09 0:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12244
8/14/09 1:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14448
8/14/09 2:00,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,27346
8/14/09 3:00,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,49268
8/14/09 4:00,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,57433
8/14/09 5:00,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,56355
8/14/09 6:00,0,0,0,0,0,6,0,4,4,0,0,0,0,0,0,0,0,49466
8/14/09 7:00,0,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,58649
8/14/09 8:00,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,61299
8/14/09 9:00,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,57896
8/14/09 10:00,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,51767
8/14/09 11:00,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,49078
8/14/09 12:00,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,47369
8/14/09 13:00,0,0,0,0,0,3,0,1,9,0,0,0,0,0,0,0,0,49822
8/14/09 14:00,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,52405
8/14/09 15:00,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,49543
8/14/09 16:00,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,43200
8/14/09 17:00,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,30936
8/14/09 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22462
